word,phonetic,pos,meaning_cn,level,gaokao_frequency,word_family,tags
expression,/ɪksˈprɛʃən/,n.,表达；词句,2,high,,description
extend,/ɪkˈstɛnd/,v.,扩充；延伸,3,medium,,action
extension,/ɪkˈstɛnʃən/,n./adj.,扩大；延伸,3,medium,,description
extent,/ɪkˈstɛnt/,n.,范围；程度,4,low,,description
external,/ɪkˈstɝnəl/,n./adj.,外部；外面,4,low,,description
extinction,/ɪkˈstɪŋkʃən/,n.,消失；消灭,4,low,,description
extra,/ˈɛkstrə/,n./adj./adv.,额外的；外加的,1,high,,action
extraordinary,/ˌɛkstrəˈɔrdəˌnɛri/,adj.,离奇的；使人惊奇的,3,low,,description
extreme,/ɛkˈstrim/,n./adj.,极其的；非常的,2,medium,extremely,description
extremely,/ɛkˈstrimli/,adv.,极其；非常,2,high,extreme,action
eye,/ˈaɪ/,n./v.,眼睛,1,high,,action
fabric,/ˈfæbrɪk/,n.,织物；布,4,low,,description
face,/ˈfeɪs/,n./v.,脸；面向,1,high,,action
facilitate,/fəˈsɪləˌteɪt/,v.,使容易；促进,4,low,,action
facility,/fəˈsɪlɪti/,n.,容易；灵巧,3,medium,,description
fact,/ˈfækt/,n.,事实；现实,1,high,,description
factor,/ˈfæktɝ/,n.,因素；因数,3,medium,,description
factory,/ˈfæktɝi/,n.,工厂；产生地,3,medium,,description
fade,/ˈfeɪd/,n./v./adj.,褪色；消退,3,medium,,action
fail,/ˈfeɪl/,n./v.,失败；不及格,1,high,,action
failure,/ˈfeɪljɝ/,n.,失败,3,medium,,description
fair,/ˈfɛr/,n./v./adj./adv.,展览会；市集,2,medium,"fairly,unfair",action
fairly,/ˈfɛrli/,adv.,公正地；正当地,3,low,fair,action
faith,/ˈfeɪθ/,n.,信仰；信念,3,medium,,description
fall,/ˈfɑl/,n./v./adj.,秋季,1,high,,action
false,/ˈfɔls/,adj./adv.,不正确的；假的,3,low,,action
familiar,/fəˈmɪljɝ/,n./adj.,熟悉的,1,high,,description
family,/ˈfæməli/,n./adj.,家庭；家族,1,high,,description
famous,/ˈfeɪməs/,adj.,著名的,1,high,,description
fan,/ˈfæn/,n./v.,风扇；迷,2,high,,action
fancy,/ˈfænsi/,n./v./adj.,奇特的；想象,3,medium,,action
fantastic,/fænˈtæstɪk/,adj.,奇妙的；稀奇的,2,medium,,description
fantasy,/ˈfænəsi/,n.,幻想；梦想,3,medium,,description
far,/ˈfɑr/,adj./adv.,远的；久远的,1,high,,action
fare,/ˈfɛr/,n./v.,费用；票,3,medium,,action
farm,/ˈfɑrm/,n./v.,农场；农庄,2,medium,,action
farmer,/ˈfɑrmɝ/,n.,农民,2,high,,description
fashion,/ˈfæʃən/,n./v.,流行；风尚,3,medium,,action
fast,/ˈfæst/,n./v./adj./adv.,快速的；紧的,1,high,,action
fat,/ˈfæt/,n./adj.,脂肪；胖的,2,high,,description
father,/ˈfɑðɝ/,n./v.,父亲,1,high,,action
fault,/ˈfɔlt/,n./v.,缺点；毛病,3,medium,,action
favor,/ˈfeɪvɝ/,n./v.,恩惠；好意,3,medium,,action
favorite,/ˈfeɪvɝɪt/,n./adj.,喜爱的；特别喜爱的人,2,high,,emotion
fear,/ˈfɪr/,n./v.,害怕；恐惧,2,high,,emotion
feather,/ˈfɛðɝ/,n./v.,羽毛,3,medium,,action
feature,/ˈfitʃɝ/,n./v.,面孔的一部分；特征,3,low,,action
february,/ˈfɛbjəˌwɛri/,n.,月,2,high,,description
fee,/ˈfi/,n./v.,费；费用,3,low,,action
feed,/ˈfid/,n./v.,喂；饲,2,high,,action
feel,/ˈfil/,n./v.,感觉；觉得,1,high,,action
feeling,/ˈfilɪŋ/,n./adj.,感情；感觉,1,high,,description
fellow,/ˈfɛloʊ/,n./adj.,同伴；伙伴,3,medium,,description
female,/ˈfiˌmeɪl/,n./adj.,女的；女性的,3,medium,,description
fence,/ˈfɛns/,n./v.,栅栏；围栏,3,low,,action
ferry,/ˈfɛri/,n.,渡船,4,low,,description
festival,/ˈfɛstəvəl/,n./adj.,节日的；节日,2,high,,description
fetch,/ˈfɛtʃ/,n./v.,取来；带来,4,low,,action
fever,/ˈfivɝ/,n.,发烧；发热,4,low,,description
few,/ˈfju/,pron.,不多；不多的,1,high,,description
fibre,/ˈfaɪbɝ/,n.,纤维质,4,low,,description
fiction,/ˈfɪkʃən/,n.,小说；虚构的事,3,medium,,description
field,/ˈfild/,n./v./adj.,田地；牧场,1,high,,action
fierce,/ˈfɪrs/,adj.,猛烈的,4,low,,description
fifteen,/ˈfɪfˈtin/,num.,十五,3,medium,,description
fifth,/ˈfɪfθ/,num.,第五,3,low,,description
fifty,/ˈfɪfti/,num.,五十,3,low,,description
fight,/ˈfaɪt/,n./v.,打架,1,high,,action
fighter,/ˈfaɪtɝ/,n.,战士；斗士,4,low,,description
figure,/ˈfɪɡjɝ/,n./v.,数字；图形,1,high,,action
file,/ˈfaɪl/,n./v.,公文柜；档案文档,4,low,,action
fill,/ˈfɪl/,n./v.,填空；装满,1,high,,action
film,/ˈfɪlm/,n./v.,电影；影片,1,high,,action
final,/ˈfaɪnəl/,n./adj.,最后的；终极的,4,medium,finally,description
finally,/ˈfaɪnəli/,adv.,最后；终于,1,high,final,action
finance,/ˈfaɪˌnæns/,n./v.,资金；财政,3,low,,action
financial,/ˌfaɪˈnænʃəl/,adj.,财政的；金融的,2,high,,description
find,/ˈfaɪnd/,n./v.,找到；发现,1,high,,action
finding,/ˈfaɪndɪŋ/,n.,发现；发现物,2,high,,description
fine,/ˈfaɪn/,n./v./adj./adv.,罚款；罚金,1,high,,action
finger,/ˈfɪŋɡɝ/,n./v.,手指,3,medium,,action
finish,/ˈfɪnɪʃ/,n./v.,结束；做完,1,high,,action
fire,/ˈfaɪɝ/,n./v.,火；炉火,2,high,,action
firm,/ˈfɝm/,n./v./adj./adv.,公司；企业,2,medium,firmly,economy
firmly,/ˈfɝmli/,adv.,牢牢地,3,low,firm,action
first,/ˈfɝst/,n./adj./adv./num.,第一；首次,1,high,,action
fish,/ˈfɪʃ/,n./v.,鱼；鱼肉,2,high,,action
fisherman,/ˈfɪʃɝˌmæn/,n.,渔民；钓鱼健身者,4,low,,description
fist,/ˈfɪst/,n./v.,拳,2,medium,,action
fit,/ˈfɪt/,n./v./adj.,健康的；适合的,2,high,,action
five,/ˈfaɪv/,num.,五,1,high,,description
fix,/ˈfɪks/,n./v.,修理；安装,2,medium,,action
flag,/ˈflæɡ/,n./v.,旗；标志,4,low,,action
flame,/ˈfleɪm/,n./v.,火焰；光辉,4,low,,action
flash,/ˈflæʃ/,n./v.,闪；闪光,3,medium,,action
flat,/ˈflæt/,n./v./adj./adv.,平的；楼中一套房间,3,medium,,action
flavor,/ˈfleɪvɝ/,n./v.,滋味；调味品,4,low,,action
flee,/ˈfli/,v.,逃走；逃跑,4,low,,action
flesh,/ˈflɛʃ/,n./v.,肉,4,low,,action
flexible,/ˈflɛksəbəl/,adj.,灵活的；可变动的,3,medium,,description
flight,/ˈflaɪt/,n./v.,航班；楼梯的一段,2,high,,action
float,/ˈfloʊt/,n./v.,漂浮；浮动,4,low,,action
flood,/ˈfləd/,n./v.,洪水；淹没,3,medium,,action
floor,/ˈflɔr/,n./v.,地面；地板,2,high,,action
flour,/ˈflaʊɝ/,n.,面粉；粉,4,low,,description
flow,/ˈfloʊ/,n./v.,流动,4,low,,action
flower,/ˈflaʊɝ/,n./v.,花,2,high,,action
flu,/ˈflu/,n.,流行性感冒,4,low,,description
fluent,/ˈfluənt/,adj.,流利的；流畅,4,low,,description
fly,/ˈflaɪ/,n./v./adj.,飞行；苍蝇,1,high,,action
focus,/ˈfoʊkəs/,n./v.,集中于；焦点,1,high,,action
foggy,/ˈfɑɡi/,adj.,多雾的,4,low,,description
fold,/ˈfoʊld/,n./v.,折叠；合拢,3,medium,unfold,action
folk,/ˈfoʊk/,n./adj.,民间的；人们,3,medium,,description
follow,/ˈfɑloʊ/,n./v.,跟随；仿效,1,high,,action
following,/ˈfɑloʊɪŋ/,n./adj.,接着的；以下的,1,high,,description
fond,/ˈfɑnd/,adj.,喜爱的；爱好的,4,low,,emotion
food,/ˈfud/,n.,食物；食品,1,high,,description
fool,/ˈful/,n./v./adj.,傻子；蠢人,3,medium,,action
foot,/ˈfʊt/,n./v.,脚；步调,2,medium,,action
football,/ˈfʊtˌbɔl/,n.,足球；橄榄球,3,medium,,description
for,/ˈfɔr/,conj.,适合；因为,1,high,,description
force,/ˈfɔrs/,n./v.,力量；强迫,1,high,,action
forecast,/ˈfɔrˌkæst/,n./v.,预告,4,low,,action
forehead,/ˈfɔrhɛd/,n.,前额,4,low,,description
foreign,/ˈfɑrən/,adj.,外国的,2,medium,,description
forest,/ˈfɔrəst/,n./v.,森林,2,high,,action
forever,/fɝˈɛvɝ/,adv.,永远；永恒的,3,low,,action
forget,/fɝˈɡɛt/,v.,忘记；忘掉,1,high,,action
forgive,/fɝˈɡɪv/,v.,原谅；宽恕,4,low,,action
fork,/ˈfɔrk/,n./v.,叉；餐叉,4,low,,action
form,/ˈfɔrm/,n./v.,表格；形式,1,high,,action
formal,/ˈfɔrməl/,n./adj.,正式的；形式的,3,medium,,description
format,/ˈfɔrˌmæt/,n./v.,格式；编排,4,low,,action
former,/ˈfɔrmɝ/,n./adj.,以前的；从前的,2,medium,,description
fortnight,/ˈfɔrtˌnaɪt/,n.,十四日；两星期,4,low,,description
fortunately,/ˈfɔrtʃənətli/,adv.,幸运地；幸亏,3,medium,unfortunately,action
fortune,/ˈfɔrtʃən/,n.,财产；运气,2,medium,,description
forty,/ˈfɔrti/,num.,四十,3,medium,,description
forward,/ˈfɔrwɝd/,v./adj./adv.,将来；今后,1,high,,action
found,/ˈfaʊnd/,v.,成立；建立,1,high,,action
foundation,/faʊnˈdeɪʃən/,n.,基础；根据,3,low,,description
fountain,/ˈfaʊntən/,n.,喷泉,4,low,,description
four,/ˈfɔr/,num.,四,1,high,,description
fourteen,/ˈfɔrˈtin/,num.,十四,3,low,,description
fourth,/ˈfɔrθ/,num.,第四,4,low,,description
fox,/ˈfɑks/,n./v.,狐狸；狡猾的人,3,medium,,action
framework,/ˈfreɪmˌwɝk/,n.,框架；结构,4,low,,description
france,/ˈfræns/,n.,法国,2,medium,,description
frank,/ˈfræŋk/,n./v./adj.,坦白的；率直的,3,low,,action
free,/ˈfri/,v./adj./adv.,自由；空闲的,1,high,,action
freedom,/ˈfridəm/,n.,自由,3,medium,,description
freeze,/ˈfriz/,n./v.,结冰,2,high,,action
french,/ˈfrɛntʃ/,n./adj.,法语；法国的,3,medium,,description
frequency,/ˈfrikwənsi/,n.,频率；频数,4,low,,description
frequent,/ˈfriˌkwɛnt/,v./adj.,经常的；频繁的,3,medium,frequently,action
frequently,/ˈfrikwəntli/,adv.,频繁；经常地,2,high,frequent,action
fresh,/ˈfrɛʃ/,n./adj./adv.,新鲜的,1,high,,action
friction,/ˈfrɪkʃən/,n.,摩擦,4,low,,description
friday,/ˈfraɪˌdeɪ/,n.,星期五,2,high,,description
fridge,/ˈfrɪdʒ/,n.,电冰箱,4,low,,description
friend,/ˈfrɛnd/,n.,朋友,1,high,friendly,description
friendly,/ˈfrɛndli/,adj./adv.,友好的,2,high,friend,action
friendship,/ˈfrɛndʃɪp/,n.,友谊；友情,2,high,,description
frightened,/ˈfraɪtənd/,adj.,受惊吓的；受惊的,2,high,,description
frog,/ˈfrɑɡ/,n.,青蛙,4,low,,description
from,/ˈfrəm/,prep.,从；起,1,high,,description
front,/ˈfrənt/,n./v.,前面的；前部的,1,high,,action
frontier,/frənˈtɪr/,n.,前沿；边界,4,low,,description
frost,/ˈfrɔst/,n./v.,霜,4,low,,action
fruit,/ˈfrut/,n.,水果；果实,2,high,,description
fry,/ˈfraɪ/,n./v.,用油煎；用油炸,3,medium,,action
fuel,/ˈfjuəl/,n./v.,燃料,3,medium,,action
full,/ˈfʊl/,n./v./adj./adv.,满的；充满的,1,high,,action
fun,/ˈfən/,n./v./adj.,有趣的事；娱乐,1,high,,action
function,/ˈfəŋkʃən/,n./v.,作用；功能,2,high,,action
fund,/ˈfənd/,n./v.,基金；资金,3,medium,,action
fundamental,/ˌfəndəˈmɛnəl/,n./adj.,基本的；基本原则,3,low,,description
funeral,/ˈfjunɝəl/,n.,葬礼,4,low,,description
funny,/ˈfəni/,n./adj.,有趣的；滑稽可笑的,2,high,,description
furniture,/ˈfɝnɪtʃɝ/,n.,家具,2,medium,,description
further,/ˈfɝðɝ/,v./adj./adv.,更远的；此外的,1,high,,action
future,/ˈfjutʃɝ/,n./adj.,将来；前途,1,high,,description
gain,/ˈɡeɪn/,n./v.,获得；增加,2,high,,action
gallery,/ˈɡælɝi/,n.,画廊；美术品陈列室,2,medium,,description
game,/ˈɡeɪm/,n./v./adj.,游戏；运动,1,high,,action
gap,/ˈɡæp/,n./v.,缝隙；缺口,3,medium,,action
garage,/ɡɝˈɑʒ/,n./v.,汽车间,4,low,,action
garbage,/ˈɡɑrbɪdʒ/,n.,垃圾,3,medium,,description
garden,/ˈɡɑrdən/,n./v./adj.,花园；果园,1,high,,action
garlic,/ˈɡɑrlɪk/,n.,大蒜,4,low,,description
gas,/ˈɡæs/,n.,煤气,3,medium,,description
gate,/ˈɡeɪt/,n./v.,大门,3,low,,action
gather,/ˈɡæðɝ/,n./v.,聚集；采集,2,high,,action
gay,/ˈɡeɪ/,adj.,同性恋的；快活的,4,low,,description
gender,/ˈdʒɛndɝ/,n./v.,性；产生,3,low,,action
general,/ˈdʒɛnɝəl/,n./adj.,大体的；笼统的,2,high,,description
generate,/ˈdʒɛnɝˌeɪt/,v.,产生；发生,3,low,,action
generation,/ˌdʒɛnɝˈeɪʃən/,n.,代；一代,1,high,,description
generous,/ˈdʒɛnɝəs/,adj.,慷慨大方的,2,medium,,description
genius,/ˈdʒinjəs/,n.,天才；天赋,4,low,,description
gentle,/ˈdʒɛnəl/,adj.,温柔的；轻轻的,3,medium,,description
gentleman,/ˈdʒɛnəlmən/,n.,绅士；先生,3,low,,description
genuine,/ˈdʒɛnˈjuˌwaɪn/,adj.,真正的；真实的,4,low,,description
geography,/dʒiˈɑɡrəfi/,n.,地理学,4,low,,description
geometry,/dʒiˈɑmətri/,n.,几何学,4,low,,description
german,/ˈdʒɝmən/,n./adj.,德国的；德国人的,3,medium,,description
germany,/ˈdʒɝməni/,n.,德国,3,low,,description
gesture,/ˈdʒɛstʃɝ/,n./v.,姿势；手势,4,low,,action
get,/ˈɡɛt/,n./v.,成为；得到,1,high,,action
gift,/ˈɡɪft/,n./v.,赠品；礼物,2,high,,action
gifted,/ˈɡɪftəd/,adj.,有天赋的；有才华的,4,low,,description
giraffe,/dʒɝˈæf/,n.,长颈鹿,4,low,,description
girl,/ˈɡɝl/,n.,女孩,1,high,,description
give,/ˈɡɪv/,n./v.,给；给予,1,high,,action
glad,/ˈɡlæd/,adj.,高兴的；乐意的,2,medium,,description
glance,/ˈɡlæns/,n./v.,匆匆一看；一瞥,3,medium,,action
glass,/ˈɡlæs/,n./v.,玻璃杯；玻璃,2,high,,action
global,/ˈɡloʊbəl/,adj.,通用的；全球的,2,high,,description
globe,/ˈɡloʊb/,n./v.,地球仪；地球,3,medium,,action
glory,/ˈɡlɔri/,n./v.,巨大的光荣；荣誉,4,low,,action
glove,/ˈɡləv/,n./v.,手套,4,low,,action
glue,/ˈɡlu/,n./v.,胶水,4,low,,action
go,/ˈɡoʊ/,n./v.,去；走,1,high,,action
goal,/ˈɡoʊl/,n./v.,球门；目标,2,high,,action
goat,/ˈɡoʊt/,n.,山羊,4,low,,nature
god,/ˈɡɑd/,n./v.,神；上帝,4,low,,action
gold,/ˈɡoʊld/,n./adj.,黄金；金的,2,high,,description
golden,/ˈɡoʊldən/,adj.,金色的,3,medium,,description
golf,/ˈɡɑlf/,n./v.,高尔夫球,3,low,,action
good,/ˈɡʊd/,n./adj.,善行；好处,1,high,goodness,description
goodbye,/ˌɡʊdˈbaɪ/,interj.,再见,4,low,,description
goodness,/ˈɡʊdnəs/,n.,善良；美德,4,low,good,description
goods,/ˈɡʊdz/,n.,商品；货物,3,medium,,description
govern,/ˈɡəvɝn/,v.,统治；管理,4,low,government,action
government,/ˈɡəvɝmənt/,n.,政府,1,high,govern,description
grab,/ˈɡræb/,n./v.,抓握；掠夺,4,low,,action
grade,/ˈɡreɪd/,n./v.,等级；成绩,2,high,,action
gradually,/ˈɡrædʒuəli/,adv.,逐渐地,2,high,,action
graduate,/ˈɡrædʒəˌweɪt/,n./v./adj.,毕业,2,high,,action
grain,/ˈɡreɪn/,n./v.,谷物；谷类,4,low,,action
gram,/ˈɡræm/,n.,克,4,low,,description
grammar,/ˈɡræmɝ/,n.,语法,3,low,,description
grand,/ˈɡrænd/,adj.,宏伟的,3,low,,description
grandchild,/ˈɡrænˌtʃaɪld/,n.,孙或孙女；孙辈,4,low,,description
granddaughter,/ˈɡrænˌdɔtɝ/,n.,孙女,3,medium,,description
grandfather,/ˈɡrænˌfɑðɝ/,n.,祖父；始祖,3,medium,,description
grandmother,/ˈɡrændˌməðɝ/,n.,祖母；女祖先,3,medium,,description
grandparent,/ˈɡrændˌpɛrənt/,n.,祖父母,3,medium,,description
grandson,/ˈɡrændˌsən/,n.,孙子,4,low,,description
grape,/ˈɡreɪp/,n.,葡萄,4,low,,description
graph,/ˈɡræf/,n.,图表；曲线图,4,low,,description
grasp,/ˈɡræsp/,n./v.,抓住；紧握,3,medium,,action
grass,/ˈɡræs/,n.,草；草场,3,medium,,description
grateful,/ˈɡreɪtfəl/,adj.,感激的；感谢的,3,medium,,emotion
gravity,/ˈɡrævəti/,n.,重力；地球引力,4,low,,description
great,/ˈɡreɪt/,n./adj./adv.,大的；非常的,1,high,,action
greece,/ˈɡris/,n.,希腊,3,medium,,description
greedy,/ˈɡridi/,adj.,贪婪的,4,low,,description
green,/ˈɡrin/,n./adj.,绿色的；青的,2,high,,description
greenhouse,/ˈɡrinˌhaʊs/,n.,温室,3,medium,,description
greet,/ˈɡrit/,v.,问候；向,2,medium,,action
grey,/ˈɡreɪ/,n./v./adj.,灰色；灰色的,4,low,,action
grocery,/ˈɡroʊsɝi/,n.,食品杂货店；食品杂货业,4,low,,description
ground,/ˈɡraʊnd/,n./v./adj.,地面,1,high,,action
group,/ˈɡrup/,n./v.,组；群,1,high,,action
grow,/ˈɡroʊ/,v.,种植；使长满,1,high,,action
growth,/ˈɡroʊθ/,n.,生长；增长,2,medium,,description
guarantee,/ˌɡɛrənˈti/,n./v.,保证；担保,3,medium,,action
guard,/ˈɡɑrd/,n./v.,防护装置；警戒,4,low,,action
guess,/ˈɡɛs/,n./v.,猜出；想,2,high,,action
guest,/ˈɡɛst/,n.,客人；宾客,2,high,,description
guidance,/ˈɡaɪdəns/,n.,引导；指导,3,medium,,description
guide,/ˈɡaɪd/,n./v.,向导；指南,1,high,,action
guideline,/ˈɡaɪdˌlaɪn/,n.,指导路线；方针,3,medium,,description
guilty,/ˈɡɪlti/,adj.,有罪；犯法的,3,low,,description
guitar,/ɡɪˈtɑr/,n.,吉他；六弦琴,4,low,,description
gun,/ˈɡən/,n.,枪；炮,3,low,,description
guy,/ˈɡaɪ/,n./v.,家伙；支索,4,low,,action
gym,/ˈdʒɪm/,n.,体育馆；体育训练,4,low,,description
gymnastics,/dʒɪmˈnæstɪks/,n.,体操,4,low,,description
ha,/ˈhɑ/,interj.,哈,4,low,,description
habit,/ˈhæbət/,n./v.,习惯；习性,1,high,,action
habitat,/ˈhæbəˌtæt/,n.,栖息地；居留地,4,low,,description
hair,/ˈhɛr/,n.,头发,3,medium,,description
half,/ˈhæf/,n./adj./adv.,半；一半,1,high,,action
hall,/ˈhɔl/,n.,大厅；会堂,1,high,,description
ham,/ˈhæm/,n./v./adj.,火腿,4,low,,action
hamburger,/ˈhæmbɝɡɝ/,n.,汉堡包,4,low,,description
hand,/ˈhænd/,n./v.,手；指针,1,high,handful,action
handbag,/ˈhændˌbæɡ/,n.,女用皮包；手提包,4,low,,description
handful,/ˈhændˌfʊl/,n.,把；少数,4,low,hand,description
handkerchief,/ˈhæŋkɝtʃif/,n.,手帕,4,low,,description
handle,/ˈhændəl/,n./v.,柄；把柄,2,high,,action
handsome,/ˈhænsəm/,adj.,英俊的,4,low,,description
handwriting,/ˈhænˌdraɪtɪŋ/,n.,书法,4,low,,description
hang,/ˈhæŋ/,n./v.,悬挂；诀窍,3,medium,,action
happen,/ˈhæpən/,v.,发生,1,high,,action
happily,/ˈhæpəli/,adv.,幸福地；快乐地,3,medium,,emotion
happiness,/ˈhæpinəs/,n.,幸福；愉快,4,low,,description
happy,/ˈhæpi/,adj.,幸福；快乐的,1,high,unhappy,emotion
hard,/ˈhɑrd/,adj./adv.,坚硬的；硬的,1,high,hardly,action
hardly,/ˈhɑrdli/,adv.,几乎不,1,high,hard,action
harm,/ˈhɑrm/,n./v.,伤害；损伤,2,high,harmful,action
harmful,/ˈhɑrmfəl/,adj.,有害的；致伤的,2,medium,harm,description
harmonious,/hɑrˈmoʊniəs/,adj.,和睦的；调和的,4,low,,description
harmony,/ˈhɑrməni/,n.,融洽；和睦,4,low,,description
harvest,/ˈhɑrvəst/,n./v.,收割；收获,3,medium,,action
hat,/ˈhæt/,n./v.,帽子；礼帽,3,medium,,action
hatch,/ˈhætʃ/,n./v.,孵蛋,4,low,,action
hate,/ˈheɪt/,n./v.,恨；讨厌,2,high,,action
have,/ˈhæv/,v.,有；怀有,1,high,,action
he,/ˈhi/,pron.,他,1,high,,description
head,/ˈhɛd/,n./v./adj.,部的；主要的,1,high,,action
headache,/ˈhɛˌdeɪk/,n.,头疼,4,low,,description
headline,/ˈhɛdˌlaɪn/,n./v.,大字标题,4,low,,action
health,/ˈhɛlθ/,n.,健康；卫生,1,high,,description
healthy,/ˈhɛlθi/,adj.,健康的；健壮的,1,high,,description
hear,/ˈhir/,v.,听到；倾听,1,high,,action
hearing,/ˈhirɪŋ/,n.,听力,2,high,,description
heart,/ˈhɑrt/,n./v.,心；心脏,1,high,,action
heat,/ˈhit/,n./v.,热；把,2,medium,,action
heaven,/ˈhɛvən/,n.,天；天空,4,low,,description
heavily,/ˈhɛvəli/,adv.,重地；大量地,3,low,,action
heavy,/ˈhɛvi/,n./adj./adv.,重的,3,medium,,action
heel,/ˈhil/,n./v.,脚后跟,4,low,,action
height,/ˈhaɪt/,n.,高；高度,2,medium,,description
helicopter,/ˈhɛlɪˌkɑptɝ/,n./v.,直升飞机,4,low,,action
hello,/həˈloʊ/,interj.,喂；你好,3,medium,,description
helmet,/ˈhɛlmət/,n./v.,头盔,4,low,,action
help,/ˈhɛlp/,n./v.,帮助；帮忙,1,high,helpful,social
helpful,/ˈhɛlpfəl/,adj.,有帮助的；有益的,2,high,help,social
hen,/ˈhɛn/,n.,母鸡,4,low,,description
hence,/ˈhɛns/,adv.,因此；从此,4,low,,action
her,/ˈhɝ/,pron.,她；她的,1,high,,description
herb,/ˈɝb/,n.,草药,4,low,,description
here,/ˈhir/,n./adv.,这里；在这里,1,high,,action
hero,/ˈhiroʊ/,n.,英雄；勇士,3,medium,,description
hers,/ˈhɝz/,pron.,她的,4,low,,description
herself,/hɝˈsɛlf/,pron.,她自己,2,medium,,description
hesitate,/ˈhɛzəˌteɪt/,v.,犹豫；迟疑,2,high,,action
hey,/ˈheɪ/,interj.,嘿,3,medium,,description
hi,/ˈhaɪ/,interj.,你好,4,low,,description
hide,/ˈhaɪd/,n./v.,把；藏起来,2,high,,action
high,/ˈhaɪ/,n./adj./adv.,高的；高度的,1,high,,action
highlight,/ˈhaɪˌlaɪt/,n./v.,加亮区；精彩场面,3,medium,,action
highway,/ˈhaɪˌweɪ/,n.,公路；主要交通道路,4,low,,description
hike,/ˈhaɪk/,n./v.,徒步旅行；远足,3,medium,,action
hill,/ˈhɪl/,n./v.,小山；丘陵,2,high,,nature
him,/ˈhɪm/,pron.,他,1,high,,description
himself,/hɪmˈsɛlf/,pron.,他自己,2,medium,,description
hire,/ˈhaɪɝ/,n./v.,租用,2,high,,action
his,/ˈhɪz/,pron.,他的,1,high,,description
historic,/hɪˈstɔrɪk/,adj.,历史上著名的；有历史性的,2,medium,,culture
