word,pos,translation,tag,bnc,frq,exchange
east,,"n. 东方, 东\na. 东方的, 向东的\nadv. 向东方, 朝东方",zk gk,785,733,
eastern,,"n. 东方人, 东正教徒\na. 东方的, 向东的, 自东的",gk cet4 ky ielts,1588,1503,
easy,,"a. 容易的, 缓缓的, 舒适的, 从容的, 宽容的, 流畅的, 随便的, 自在的, 疲软的\nadv. 容易地, 慢慢地",zk gk,502,549,r:easier/t:easiest
eat,,"v. 吃, 腐蚀",zk gk,701,543,i:eating/p:ate/d:eaten/3:eats
ecology,,"n. 生态学, 社会生态学\n[化] 生态学",gk cet6 ky toefl ielts,8093,6425,s:ecologies
economic,,"a. 经济上的, 实用的, 节省的\n[经] 经济的",cet4 cet6 ky toefl ielts,402,453,
edge,,"n. 边缘, 尖锐, 刀刃, 优势\nvt. 使锐利, 挤进, 镶边\nvi. 缓缓移动",zk gk cet4 cet6 ky toefl ielts,1081,977,s:edges/p:edged/i:edging/d:edged/3:edges
edition,,"n. 版本, 版, 翻版",gk cet4 cet6 ky ielts,2537,3155,s:editions
editor,,"n. 编者, 编辑, 主笔, 编辑器, 编辑装置\n[计] 编辑器",gk cet4 cet6 ky ielts,1945,1385,s:editors
educate,,"vt. 教育, 培养, 训练",gk cet4 ky,3663,3033,d:educated/i:educating/3:educates/p:educated
education,,"n. 教育, 训练, 教育学\n[医] 教育, 训练",zk gk cet4 ky toefl ielts,353,376,
educator,,n. 教育家,gk,12905,2429,s:educators
effect,,"n. 结果, 影响, 效果, 印象\nvt. 实行, 引起, 完成\n[计] 效果",gk cet4 cet6 ky toefl ielts,262,427,s:effects/d:effected/i:effecting/p:effected/3:effects
efficient,,"a. 有效率的, 能干的",cet4 cet6 ky toefl ielts,2196,2998,
effort,,"n. 努力, 成就",zk gk cet4 cet6 ky,745,454,s:efforts
egg,,"n. 蛋, 卵\nvt. 挑唆, 煽动, 调蛋黄",zk gk,1532,1376,s:eggs/p:egged/i:egging/3:eggs/d:egged
eight,,"num. 八, 八个",zk gk,579,739,
eighteen,,"num. 十八, 十八个",zk gk cet4 ky,2690,5480,
eighth,,"num. 第八, 八分之一",zk gk,4714,4425,
eighty,,"num. 八十, 八十个",zk gk cet4 ky,1944,7486,
either,,"a. (两者之中)任一的, (两者之中)各一的\npron. (两者之中)任一\nconj. 或, 要么",zk gk,437,558,
elaborate,,"a. 精细的, 详尽的, 精心计划(或制作)的\nvt. 详细地说明, 用心地制作, 发挥\nvi. 变复杂, 作详细说明",cet4 cet6 ky toefl ielts gre,4707,4630,d:elaborated/p:elaborated/i:elaborating/3:elaborates
elder,,"n. 年长者, 老人, 前辈\na. 年长的, 资深的",zk gk cet4 ky ielts,5602,4056,r:elder/0:elder/1:r/s:elders
elderly,,"a. 过了中年的, 稍老的",cet4 ky ielts,1837,2907,
elect,,"n. 当选人, 被选的人\na. 被选的, 选出的\nvt. 选举, 选择\nvi. 作选择",gk cet4 ky,1794,2265,d:elected/p:elected/i:electing/3:elects
election,,"n. 选举, 当选, 选择权\n[法] 选举, 当选",cet4 cet6 toefl,638,801,s:elections
electric,,"a. 电的, 导电的, 电动的\n[医] 电的",zk gk cet4 cet6 ky,2469,2696,s:electrics
electrical,,"a. 电的, 有关电的\n[医] 电的",gk cet4 cet6 ky ielts,3190,3789,s:electricals
electricity,,"n. 电, 电流, 电学, 热情, 电力供应\n[化] 电学; 电",gk cet4 cet6 ky ielts,2296,2719,
electronic,,a. 电子的\n[计] 电子工业协会接口,gk cet4 cet6 ky ielts,2494,2407,
elegant,,"a. 优雅的, 端庄的, 高雅的",gk cet6 ky toefl ielts,3833,3942,
element,,"n. 元件, 元素, 要素\n[计] 部分; 成分; 单元; 码元; 元件; 元素; 单元",cet4 cet6 ky toefl,843,1214,s:elements
elephant,,n. 象,zk gk cet4 cet6 ky,4323,4355,s:elephants
eleven,,"num. 十一, 十一个",zk gk,2299,4273,
else,,"a. 别的, 其他的\nadv. 另外, 否则, 不然",zk gk,471,440,
elsewhere,,adv. 在别处,cet4 cet6 ky ielts,1639,2279,
email,,n. 电子信函,zk ielts,0,0,
embarrassed,,a. 尴尬的；窘迫的,,4732,4601,p:embarrassed/0:embarrassed/1:pd/d:embarrassed
embassy,,"n. 大使馆, 大使馆全体人员\n[经] 大使馆",gk cet6 ky ielts,4389,5731,s:embassies
emerge,,"vi. 浮现, 形成, 出现, (事实)显露",cet4 cet6 ky toefl ielts,1252,1300,p:emerged/d:emerged/3:emerges/i:emerging
emergency,,"n. 紧急状况, 紧急事件, 紧急需要\n[化] 紧急情况",gk cet4 cet6 ky ielts gre,2083,1725,s:emergencies
emotion,,"n. 情绪, 激动, 强烈的情感\n[医] 情绪, 情感",cet4 cet6 ky toefl ielts,2454,2117,s:emotions
emperor,,"n. 皇帝, 君主",gk cet4 cet6 ky ielts,3161,7060,s:emperors
emphasis,,"n. 强调, 加强, 重点, 强语气",cet4 cet6 ky toefl,1719,2346,
empire,,"n. 帝国, 帝权",gk cet4 cet6 ky,2251,4218,s:empires
employ,,"n. 雇用\nvt. 雇用, 使用, 使从事于",gk cet4 cet6 ky toefl,1231,1962,d:employed/3:employs/p:employed/i:employing
empty,,"a. 空的, 空虚的, 空腹的, 空洞的\nn. 空的东西, 空车\nvt. 倒空, 使变空, 使排出\nvi. 流空\n[计] 空",zk gk toefl ielts,1735,1644,d:emptied/p:emptied/i:emptying/3:empties/s:empties/r:emptier/t:emptiest
enable,,"vt. 使能够\n[计] 允许, 使能, 打开",cet4 cet6 ky toefl,991,2192,3:enables/p:enabled/i:enabling/d:enabled
encounter,,"n. 相会, 相遇, 遭遇\nvt. 遇见, 邂逅, 会战\nvi. 偶然相遇",cet4 cet6 ky toefl ielts gre,2892,2712,d:encountered/s:encounters/p:encountered/3:encounters/i:encountering
encourage,,"vt. 鼓励, 支持, 激励\n[法] 怂恿, 煽动, 助长",zk gk cet4 cet6 ky toefl,881,1184,d:encouraged/p:encouraged/3:encourages/i:encouraging
encouragement,,"n. 鼓励, 激励, 奖励\n[法] 怂恿, 煽动, 助长",gk,4267,6193,s:encouragements
end,,"n. 结束, 终点, 目标, 末端, 梢, 死亡, 残余\nv. 结束, 终结, 终止\n[计] 端; 结束",zk gk ielts,187,278,p:ended/s:ends/d:ended/i:ending/3:ends
endless,,"a. 不停的, 无穷尽的, 无尽的\n[机] 无端的, 环状的",gk cet4 cet6 toefl,4095,3722,
enemy,,"n. 敌人, 仇敌, 敌军\na. 敌人的",zk gk cet4 ky,1860,1596,s:enemies
energetic,,"a. 精力充沛的, 积极的",gk cet6 ky toefl ielts,6931,7129,s:energetics
energy,,"n. 精力, 精神, 活力, 能量\n[化] 能; 能量",zk cet4 cet6 ky ielts,765,615,s:energies
engage,,"vi. 答应, 从事, 交战\nvt. 使忙碌, 雇佣, 预定, 使从事于, 使参加",cet4 cet6 ky toefl ielts,2038,1387,d:engaged/p:engaged/i:engaging/3:engages
engine,,"n. 引擎, 发动机, 机车\nvt. 安装发动机于",gk cet4 cet6 ky ielts,1374,1569,s:engines/p:engined
engineer,,"n. 工程师, 工兵\nvt. 设计, 监造, 精明地处理, 策划",zk gk cet4 cet6 ky ielts,1889,1997,s:engineers/d:engineered/p:engineered/i:engineering/3:engineers
england,,"n. 英格兰\n[法] 英格兰, 英国",zk ielts,411,0,
english,,"n. 英语\na. 英文的, 英国人的",zk gk,18425,1782,
enhance,,"vt. 提高, 加强, 增加",cet4 cet6 ky toefl ielts gre,2669,2331,d:enhanced/i:enhancing/3:enhances/p:enhanced
enjoy,,"vt. 享受, 喜欢, 欣赏\n[法] 享受, 享有, 获得某种利益",zk gk,685,881,p:enjoyed/i:enjoying/d:enjoyed/3:enjoys
enormous,,"a. 巨大的, 庞大的",cet4 cet6 ky toefl ielts gre,2120,1994,
enough,,"n. 充足, 够, 很多\na. 充足的, 足够\nadv. 足够\ninterj. 够了",zk gk,378,374,
enquiry,,"n. 询问\n[经] 询价, 询盘",gk ielts,2472,24159,s:enquiries
ensure,,"vt. 确定, 保证, 担保, 保护\n[经] 确保, 确定",cet4 cet6 ky gre,712,1754,i:ensuring/3:ensures/p:ensured/d:ensured
enter,,"vt. 进入, 参加, 开始, 输入, 回车\nvi. 进去, 参加\n[计] 输入, 回车",zk gk cet4 ky,706,709,p:entered/d:entered/i:entering/3:enters
enterprise,,"n. 企业, 事业心, 进取心, 干事业\n[计] 企业",gk cet6 ky toefl ielts gre,1566,2499,s:enterprises
entertainment,,"n. 娱乐, 款待, 娱乐表演",gk cet4 cet6 ky toefl ielts,3187,2350,s:entertainments
enthusiastic,,"a. 狂热的, 热心的, 热烈的",gk cet4 cet6 ky ielts,4458,5508,
entire,,"n. 整个, 全部\na. 全体的, 完全的, 全部的",gk cet4 cet6 ky,1876,868,
entirely,,"adv. 完全, 全然, 一概",,1367,1858,
entitle,,"vt. 给...权利, 取名为, 给予名称, 叫做\n[法] 给...权利, 使有资格, 称呼",cet4 cet6 ky toefl ielts gre,2886,3465,d:entitled/3:entitles/p:entitled/i:entitling
entrance,,"n. 入口, 进入点, 入场, 入学, 进入, 开始(阶段), 就任\nvt. 使出神, 使入迷\n[计] 入口",gk cet4 cet6 ky toefl ielts gre,2465,2877,s:entrances/d:entranced/p:entranced/i:entrancing/3:entrances
entry,,"n. 登录, 条目, 进入, 入口, 报关\n[计] 登录项, 输入项, 条目",gk cet4 cet6 ky toefl ielts gre,1373,2338,s:entries
envelope,,"n. 信封, 封套, 封袋\n[医] 膜, 包袋",gk cet4 cet6 ky,3672,3879,s:envelopes/3:envelopes
environment,,"n. 环境, 外界, 围绕\n[计] 环境",zk gk cet4 cet6 ky ielts,702,855,s:environments
envy,,"n. 羡慕, 嫉妒\nvt. 羡慕, 嫉妒",gk cet4 cet6 ky ielts,8468,8491,p:envied/d:envied/i:envying/3:envies/s:envies
ephemeral,,"a. 朝生暮死的, 短命的, 短暂的\n[医] 暂时的",toefl ielts gre,15628,14116,s:ephemerals
episode,,"n. 插曲, 插话, 有趣的事件, 一段情节\n[医] 插话, 插曲, 发作",cet4 cet6 ky toefl ielts gre,3396,2846,s:episodes
equal,,"n. 对手, 匹敌, 同辈\na. 相等的, 平等的, 胜任的, 合适的, 平静的, 不相上下的\nvt. 等于, 比得上\n[计] 等长度编码",gk cet4 cet6 ky toefl ielts,1547,1830,3:equals/s:equals/d:equalled/p:equalled/i:equalling
equality,,"n. 平等, 均匀, 相等\n[法] 同等, 平等, 相等",gk cet4 cet6 ky toefl,4197,4590,s:equalities
equator,,"n. 赤道\n[医] 赤道, 中纬线",cet6 ky toefl ielts gre,15702,12760,s:equators
equip,,"vt. 装备, 配备\n[机] 设备, 装置",gk cet4 cet6 ky toefl,3643,4145,d:equipped/i:equipping/p:equipped/3:equips
equipment,,"n. 装备, 设备, 才能\n[化] 设备; 装备; 装置",gk cet4 cet6 ky toefl ielts,1117,1352,s:equipments
era,,"n. 时代, 纪元, 时期",cet4 cet6 ky toefl,3312,1884,s:eras
eraser,,n. 擦子,zk gk,35588,16590,s:erasers
error,,"n. 错误, 过失, 失误, 误差\n[计] 错误",gk cet4 cet6 ky toefl,1595,2198,s:errors
erupt,,vi. 爆发\nvt. 喷出,gk cet6 ky toefl ielts gre,6441,5291,p:erupted/d:erupted/3:erupts/i:erupting
escape,,"n. 逃亡, 避难设备, 逃跑\nvi. 逃脱, 避开, 溜走\nvt. 逃避, 避免, 被...忘掉",gk cet4 cet6 ky toefl,1697,2034,p:escaped/d:escaped/i:escaping/3:escapes/s:escapes
especially,,"adv. 尤其, 特别, 格外",zk gk cet4 cet6 ky,570,515,
essay,,"n. 随笔, 短文, 评论, 企图\nvt. 试图",gk cet4 cet6 ky ielts,3147,2536,s:essays/p:essayed/d:essayed/i:essaying/3:essays
essential,,"n. 要素, 要点, 本质\na. 必要的, 重要的, 本质的\n[计] 本质冒险",cet4 cet6 ky toefl ielts gre,1155,1949,s:essentials
establish,,"vt. 建立, 确立, 制定\nvi. 移植生长",cet4 cet6 ky ielts,576,896,d:established/i:establishing/p:established/3:establishes
estate,,"n. 不动产, (人生的)阶段, 阶层, 财产\n[经] 房地产, 遗产, 财产",cet4 cet6 ky toefl ielts,1302,1778,s:estates
estimate,,"n. 估计, 判断\nvt. 估计, 评价, 判断\nvi. 估计",cet4 cet6 ky toefl ielts,1826,1798,d:estimated/s:estimates/p:estimated/3:estimates/i:estimating
europe,,n. 欧洲,zk ielts,558,0,
european,,"n. 欧洲人\na. 欧洲的, 欧洲人的",zk gk ielts,512,1263,s:europeans
evaluate,,"vt. 评估, 评价, 赋值",gk cet4 cet6 ky toefl ielts,3168,2339,d:evaluated/i:evaluating/p:evaluated/3:evaluates
eve,,"n. 前夕, 前夜",cet4 ky,5529,6991,s:eves
even,,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验",zk gk toefl ielts gre,113,107,i:evening/p:evened/3:evens/d:evened
evening,,"n. 傍晚, 晚间, 末期",zk gk ielts,651,961,1:i/0:even/s:evenings
event,,"n. 事件, 结果, 事情的进程, 竞赛项目\n[计] 事件",gk cet4 ky ielts,473,525,s:events
eventually,,"adv. 最后, 终于",gk cet4 cet6 ky toefl ielts,1089,1106,
ever,,"adv. 曾经, 究竟, 永远",zk gk,355,280,
every,,"a. 每一, 所有的",zk gk,210,172,
everybody,,"pron. 每个人, 人人",zk gk,1552,799,
everyday,,"a. 每天的, 日常的, 平常的",zk gk cet4 ky,3381,3291,
everyone,,"pron. 每个人, 人人\n[计] 系统中的一个组名",zk gk,753,529,
everything,,"pron. 每件事物, 所有事物",zk gk,538,389,
everywhere,,"adv. 各处, 到处",zk gk,2578,1938,
evidence,,"n. 根据, 证据, 迹象\n[经] 证据, 凭证",gk cet4 cet6 ky toefl ielts,456,606,d:evidenced/s:evidences/i:evidencing/p:evidenced/3:evidences
evident,,"a. 显然的, 明显的",gk cet4 cet6 ky toefl,2975,3466,
evolution,,"n. 进化, 发展, 进展, (气体)放出, 开方\n[医] 进化, 演化, 旋出",gk cet4 cet6 ky toefl ielts,3069,2946,s:evolutions
exact,,"a. 精确的, 准确的, 精密的\nvt. 强求, 急需",gk cet4 ky toefl gre,3270,3341,d:exacted/p:exacted/3:exacts/i:exacting
exactly,,"adv. 确切地, 精确地, 恰好, 完全地, 确实, 恰恰正是, 确实如此",gk cet4,924,748,
exam,,"n. 考试, 测验",zk ielts,4174,4224,s:exams
examine,,"v. 检查, 调查, 考试",zk gk cet4 cet6 ky,1050,1165,d:examined/i:examining/p:examined/3:examines
example,,"n. 例子, 样本, 实例\n[化] 实例",zk gk ielts,511,852,s:examples
excellent,,"a. 优良的, 杰出的, 出色的",zk gk cet4 cet6 ky toefl,1416,2123,
except,,"vt. 除, 除外\nvi. 反对\nprep. 除了...之外, 若不是, 除非\nconj. 只是",zk gk,2154,1836,i:excepting/p:excepted/d:excepted/3:excepts
exceptional,,"a. 例外的, 异常的, 特别的",cet6 ky toefl ielts gre,3970,6002,s:exceptionals
exchange,,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所\nv. 交换, 交易, 兑换\n[计] 交换; 电话局",gk cet4 cet6 ky toefl ielts,1084,1513,s:exchanges/d:exchanged/p:exchanged/i:exchanging/3:exchanges
excited,,"a. 兴奋的, 已励磁的, 已激发的, 激昂的, 激动的",,4106,3426,d:excited/0:excited/1:dp/p:excited
exciting,,"a. 令人兴奋的, 刺激的\n[电] 激磁",cet4 cet6 ky toefl ielts,2540,2926,i:exciting/0:exciting/1:i
excuse,,"vt. 原谅, 申辩, 做为...的托辞\nn. 致歉, 理由, 饶恕, 借口",zk gk toefl ielts,3182,3484,s:excuses/d:excused/p:excused/i:excusing/3:excuses
exemplify,,"vt. 例证, 例示\n[法] 制作经公章证明的誊本, 例证",cet6 ky toefl ielts gre,7249,7776,d:exemplified/3:exemplifies/i:exemplifying/p:exemplified
exercise,,"n. 行使, 执行, 运动, 练习, 作业\nvt. 运用, 练习, 运动\nvi. 练习, 锻炼",zk gk ielts,1233,1487,d:exercised/s:exercises/i:exercising/3:exercises/p:exercised
exhibition,,"n. 表现, 展览会, 展览品\n[医] 投药, 展览, 展出",gk cet4 cet6 ky toefl ielts,1426,2476,s:exhibitions
exist,,"vi. 存在, 生存, 发生",gk cet4 cet6 ky toefl,875,1016,3:exists/p:existed/d:existed/i:existing
existence,,"n. 存在, 生存\n[法] 存在, 存在状态, 实体",gk cet4 cet6 ky ielts,1454,2213,s:existences
exit,,"n. 出口, 退场, 离去, 去世\nvi. 退出, 脱离, 去世\n[计] 退出; DOS内部命令:本命令用于退出当前的命令处理器(COMMAND.COM)\n恢复前一个命令处理器",gk cet4 cet6 ky toefl,4923,3798,s:exits/i:exiting/p:exited/d:exited/3:exits
expand,,"vt. 使膨胀, 详述, 扩张\nvi. 张开, 发展\nvt. 展开\nvi. 展开\n[计] 展开; DOS外部命令:将原始DOS磁盘上的压缩文件解压缩并拷贝到硬盘上",gk cet4 cet6 ky toefl ielts gre,2124,1572,d:expanded/i:expanding/3:expands/p:expanded
expansion,,"n. 扩充, 开展, 膨胀\n[计] 扩展",cet4 cet6 ky toefl ielts,2360,2734,s:expansions
expect,,"vt. 预期, 盼望, 期待",zk gk,313,405,d:expected/i:expecting/p:expected/3:expects
expectation,,"n. 期待, 指望, 展望\n[化] 期望值",gk cet4 cet6 ky,1970,1890,s:expectations
expense,,"n. 费用, 代价, 开支, 损失\n[经] 费用, 开支, 将支出转为费用",gk cet4 ky,1919,2137,s:expenses
expensive,,"a. 贵的, 奢华的, 费用浩大的, 乱化钱的\n[经] 高价的, 昂贵的, 浪费的",zk gk ielts,1577,1664,
experience,,"n. 经历, 经验, 体验\nvt. 经历, 经验, 体验",zk gk cet4 cet6 ky ielts,430,420,s:experiences/d:experienced/i:experiencing/p:experienced/3:experiences
experiment,,"n. 实验, 试验, 实验仪器\nvi. 实验, 尝试",zk gk cet4 cet6 ky ielts,1651,1990,s:experiments/i:experimenting/d:experimented/p:experimented/3:experiments
expert,,"n. 专家, 行家\na. 老练的, 内行的, 专门的\n[计] 高级",gk cet4 ky ielts,1335,899,s:experts
explain,,"v. 解释, 说明",zk gk cet4 cet6 ky,518,480,p:explained/d:explained/3:explains/i:explaining
explanation,,"n. 解释, 说明, 辩解, 表明\n[经] 解释, 注释, 说明",gk cet4 cet6 ky,1492,2054,s:explanations
explicit,,"a. 详述的, 清楚的, 直言的",gk cet6 ky toefl ielts gre,3722,4826,
explode,,"vi. 爆炸, 爆发, 激增\nvt. 使爆炸",gk cet4 cet6 ky toefl ielts,3934,3106,p:exploded/i:exploding/d:exploded/3:explodes
explore,,"v. 探险, 探测, 探究",gk cet4 cet6 ky toefl ielts,1882,1594,i:exploring/d:explored/3:explores/p:explored
export,,"n. 输出品, 输出\nvt. 输出, 出口\nvi. 输出物资\n[计] 导出",gk cet4 ky ielts,2231,3456,s:exports/d:exported/3:exports/i:exporting/p:exported
expose,,"vt. 使暴露, 使曝光, 揭穿, 陈列\n[医] 暴露, 露置",gk cet4 cet6 ky toefl ielts,2577,2005,d:exposed/i:exposing/p:exposed/3:exposes
exposure,,"n. 暴露, 揭发, 揭露\n[化] 曝光量; 照射; 照射量",cet4 cet6 ky toefl ielts gre,3141,2229,s:exposures
express,,"n. 快车, 快递, 专使\na. 明确的, 丝毫不差的, 专门的, 快的\nvt. 表达, 表示, 表露",zk gk cet4 cet6 ky,839,1272,d:expressed/i:expressing/p:expressed/3:expresses
expression,,"n. 表达, 表现, 词语, 措辞\n[计] 表达式",gk cet4 cet6 ky,1139,1533,s:expressions
extend,,"v. 扩充, 延伸, 伸展, 扩大\n[计] 扩展",cet4 cet6 ky toefl ielts gre,1023,1445,d:extended/i:extending/3:extends/p:extended
extension,,"n. 延长, 扩充, 范围, 扩展名\na. 伸缩的\n[计] 扩展名, 扩充名",gk cet4 cet6 ky toefl ielts,2123,3190,s:extensions
extent,,"n. 范围, 程度, 区域\n[计] 范围",cet4 cet6 ky toefl ielts,990,1758,s:extents
external,,"n. 外部, 外面\na. 外部的, 客观的, 表面的",cet4 cet6 ky toefl ielts,1870,2864,s:externals
extinction,,"n. 消失, 消灭, 废止\n[化] 消光; 熄灭",cet6 toefl gre,7889,6977,s:extinctions
extra,,"n. 额外的事物, 另外的收费\na. 额外的, 特别的\nadv. 额外地, 特别地, 非常地",gk cet4 cet6 ky ielts,1080,1543,s:extras
extraordinary,,"a. 非常的, 特别的, 非凡的\n[经] 非常的, 特别的, 临时的",gk cet4 cet6 ky toefl,2759,2625,s:extraordinaries
extreme,,"n. 极端, 末端\na. 极端的, 尽头的, 极度的, 偏激的",gk cet4 cet6 ky ielts,2528,2519,s:extremes/t:extremest
extremely,,"adv. 极端地, 非常地",gk cet4 cet6,1388,1756,
eye,,"n. 眼睛, 视力, 看\nvt. 看, 注视",zk gk ielts,219,242,s:eyes/p:eyed/i:eyeing/d:eyed/3:eyes
fabric,,"n. 织物, 布, 结构, 构造, 建筑物\n[经] 组织, 建筑物, 工厂",cet4 cet6 ky toefl ielts gre,2773,3059,s:fabrics
face,,"n. 脸, 面容, 正面, 外观\nvt. 面对, 朝, 正视, 面临\nvi. 朝, 向\n[计] 现场可改变的控制元件",zk gk toefl ielts,282,330,i:facing/s:faces/d:faced/p:faced/3:faces
facilitate,,"vt. 使容易, 促进, 帮助\n[法] 使容易, 使便利, 推进",cet6 ky toefl ielts gre,4044,3568,d:facilitated/3:facilitates/i:facilitating/p:facilitated
facility,,"n. 容易, 灵巧, 设备\n[计] 设施; 设备; 装备",cet4 cet6 ky toefl ielts,1014,1297,s:facilities
fact,,"n. 事实, 真实性, 真相, 细节, 论据",zk gk cet4 ky,201,235,s:facts
factor,,"n. 因素, 因数, 系数, 基因, 代理人\n[计] 因式",cet4 ky toefl ielts,666,729,s:factors/i:factoring/p:factored/3:factors/d:factored
factory,,"n. 工厂, 产生地, 代理店\n[经] 工厂, 代理店, 商行在国外的代理处",zk gk ielts,1505,2132,s:factories
fade,,"vi. 褪色, 消失, 凋谢\nvt. 使褪色\nn. 淡入, 淡出\na. 平淡的",gk cet4 cet6 ky toefl ielts gre,3506,2882,i:fading/d:faded/p:faded/3:fades/s:fades
fail,,"vi. 失败, 缺乏, 中断, 衰退, 失灵\nvt. 忘记, 使...失望, 缺乏, 不及格\nn. 不及格",zk gk,616,808,d:failed/p:failed/i:failing/3:fails
failure,,"n. 失败, 失败者, 不足, 缺乏, 破产\n[计] 故障; 失效",gk cet4 ky ielts,1147,1360,s:failures
fair,,"n. 展览会, 市集, 美好的事物\na. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的\nadv. 公平地, 正面地, 有教养地, 清楚地\nvi. 转晴",zk gk cet4 cet6 ky toefl,1150,1484,s:fairs/r:fairer/t:fairest/i:fairing/p:faired/3:fairs/d:faired
fairly,,"adv. 美观地, 公平地, 相当地, 清楚地",gk cet4 cet6 ky toefl,1413,2157,
faith,,"n. 信心, 信任, 忠实, 保证\n[法] 信任, 信仰, 信念",gk cet4 cet6 ky toefl ielts,1738,1326,s:faiths
fall,,"n. 落下, 瀑布, 采伐量, 下降, 落差, 降低, 堕落, 秋天\nvi. 倒下, 落下, 来临, 失守, 阵亡, 下跌, 减弱, 倾斜, 垮台, 轮到, 变成, 降低\na. 秋天的",zk gk ielts,332,410,p:fell/d:fallen/i:falling/3:falls/s:falls
false,,"a. 错误的, 虚伪的, 假的, 不老实的\nadv. 不准确地, 欺诈地",gk cet4 cet6 ky,2370,2516,
familiar,,"a. 熟悉的, 常见的, 亲密的\nn. 熟友, 常客",gk cet4 cet6 ky ielts,1635,1492,s:familiars
family,,"n. 家庭, 家人, 族\na. 家庭的",zk gk ielts,200,147,s:families
famous,,"a. 出名的, 极好的",zk gk ielts,1461,1486,
fan,,"n. 风扇, 迷, 狂热者, 爱好者\nvt. 煽动, 刺激, 吹拂\nvi. 飘动, 成扇形散开",zk gk cet4 cet6 ky,1905,1208,s:fans/i:fanning/p:fanned/d:fanned/3:fans
