word,official_raw,official_level,teacher_number,pronunciation_source,pronunciation_status,pos_source,meaning_source,frequency_status,paper_hits,source_notes
famous,famous,junior,1355,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,16,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅲ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）
fan,fan,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,5,2011:（全国卷ii）;2012:（新课标）;2015:（新课标ⅱ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
fancy,fancy*,required,1357,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2016:（新课标Ⅰ）;2019:（新课标Ⅲ）
fantastic,fantastic,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,4,2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（解析版）
fantasy,fantasy**,selective_required,1358,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2019:（新课标Ⅱ）;2020:（新课标Ⅰ）
far,far,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,16,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2019:（新课标Ⅰ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国甲卷）
fare,,extension,1360,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2014:（新课标ⅱ）;2022:（全国甲卷）
farm,farm,junior,1361,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2011:（新课标）;2015:（新课标Ⅰ）;2017:（新课标ⅲ）;2019:（新课标Ⅲ）
farmer,farmer,junior,1362,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2015:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）
fashion,fashion**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,2,2019:（新课标Ⅲ）;2020:（新课标Ⅱ）
fast,fast,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,10,2010:（新课标Ⅰ）;2013:（新课标ii）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅰ）
fat,fat,junior,1365,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2015:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2018:（新课标ⅱ）
father,father (dad),junior,1366,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,12,2010:（新课标Ⅰ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2020:（新课标Ⅱ）;2022:（全国甲卷）
fault,fault**,selective_required,1367,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2010:（新课标Ⅱ）;2022:（全国乙卷）
favor,favour (favor)**,selective_required,1368,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2010:（新课标Ⅰ）;2019:（新课标Ⅰ）;2021:（新课标Ⅰ）
favorite,favourite (favorite),junior,1369,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅰ）;2011:（全国卷ii）;2012:（新课标）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2021:（解析版）
fear,fear,junior,1371,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2015:（新课标Ⅰ）;2017:（新课标ⅲ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2022:（全国乙卷）;2022:（全国甲卷）
feather,,extension,1373,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2010:（新课标Ⅰ）;2012:（新课标）
feature,feature*,required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2010:（新课标Ⅰ）
february,February,junior,1374,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅲ）;2018:（新课标ⅲ）;2022:（全国甲卷）
fee,fee**,selective_required,1376,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2015:（新课标ⅱ）
feed,feed,junior,1377,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅱ）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）
feel,feel,junior,1378,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,26,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
feeling,feeling,junior,1379,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,16,2010:（新课标Ⅱ）;2011:（新课标）;2012:（新课标）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（新课标Ⅰ）
fellow,fellow**,selective_required,1380,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2010:（新课标Ⅱ）;2013:（新课标ii）;2022:（全国甲卷）
female,female*,required,1381,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2018:（新课标ⅲ）;2021:（解析版）
fence,fence**,selective_required,1382,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2016:（新课标ⅲ）
ferry,,extension,1383,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2022:（全国甲卷）
festival,festival,junior,1384,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,8,2011:（全国卷ii）;2013:（新课标ii）;2014:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2018:（新课标ⅲ）;2020:（新课标Ⅱ）;2022:（全国乙卷）
fetch,fetch**,selective_required,1385,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
fever,fever,junior,1386,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
few,few,junior,1387,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,20,2010:（新课标Ⅱ）;2011:（新课标）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）
fibre,fibre (fiber)**,selective_required,1388,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
fiction,fiction**,selective_required,1389,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2013:（新课标Ⅰ）;2016:（新课标ⅲ）
field,field,junior,1390,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,8,2014:（新课标Ⅰ）;2016:（新课标ⅲ）;2018:（新课标ⅱ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）
fierce,,extension,1391,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
fifteen,fifteen,junior,1392,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,2,2016:（新课标ⅲ）;2019:（新课标Ⅰ）
fifth,fifth,junior,1393,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2012:（新课标）
fifty,fifty,junior,1394,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,1,2017:（新课标ⅲ）
fight,fight,junior,1395,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,10,2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2014:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标ⅱ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（解析版）
fighter,,extension,1397,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
figure,figure*,required,1398,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,9,2012:（新课标）;2015:（新课标ⅱ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2018:（新课标Ⅰ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）;2022:（全国乙卷）
file,file*,required,1399,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
fill,fill,junior,1400,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,12,2010:（新课标Ⅱ）;2011:（新课标）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅲ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（解析版）
film,film,junior,1401,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,11,2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2014:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
final,,extension,1402,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2018:（新课标ⅱ）;2019:（新课标Ⅱ）;2020:（新课标Ⅲ）
finally,finally,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,10,2012:（新课标）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）
finance,finance**,selective_required,1403,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2021:（新课标Ⅰ）
financial,financial**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,5,2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅲ）;2019:（新课标Ⅲ）;2020:（新课标Ⅲ）
find,find,junior,1404,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,29,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
finding,finding**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,6,2012:（新课标）;2016:（新课标ⅲ）;2018:（新课标ⅱ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2022:（全国乙卷）
fine,fine,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,9,2011:（新课标）;2015:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
finger,finger,junior,1406,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2019:（新课标Ⅰ）;2022:（全国甲卷）
finish,finish,junior,1408,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,11,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标Ⅰ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）
fire,fire,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,6,2014:（新课标Ⅰ）;2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）
firm,firm**,selective_required,1413,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2011:（新课标）;2016:（新课标Ⅰ）;2017:（新课标ⅲ）;2020:（新课标Ⅰ）
firmly,,extension,1414,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2020:（新课标Ⅲ）
first,first,junior,1415,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,28,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
fish,fish,junior,1416,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2014:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2020:（新课标Ⅲ）
fisherman,fisherman,junior,1417,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
fist,fist**,selective_required,1418,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2011:（新课标）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2017:（新课标ⅱ）
fit,fit,junior,1419,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2015:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2022:（全国甲卷）
five,five,junior,1421,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,18,2010:（新课标Ⅰ）;2011:（全国卷ii）;2011:（新课标）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标ⅱ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2022:（全国乙卷）;2022:（全国甲卷）
fix,fix,junior,1422,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2010:（新课标Ⅰ）;2011:（新课标）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）
flag,flag,junior,1423,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
flame,,extension,1424,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2016:（新课标Ⅰ）
flash,flash*,required,1426,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2019:（新课标Ⅲ）;2021:（解析版）
flat,flat*,required,1428,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2019:（新课标Ⅲ）;2020:（新课标Ⅲ）
flavor,flavour (flavor)**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2013:（新课标ii）
flee,,extension,1429,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
flesh,,extension,1431,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
flexible,flexible*,required,1430,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2013:（新课标Ⅰ）;2015:（新课标ⅱ）;2019:（新课标Ⅱ）
flight,flight*,required,1432,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2011:（新课标）;2013:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标ⅱ）;2019:（新课标Ⅱ）
float,,extension,1433,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2020:（新课标Ⅲ）
flood,flood*,required,1434,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2015:（新课标ⅱ）;2018:（新课标ⅲ）
floor,floor,junior,1435,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2011:（全国卷ii）;2013:（新课标Ⅰ）;2018:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（解析版）
flour,flour**,selective_required,1436,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2018:（新课标Ⅰ）
flow,flow**,selective_required,1437,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
flower,flower,junior,1438,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,8,2010:（新课标Ⅰ）;2011:（新课标）;2014:（新课标ⅱ）;2016:（新课标ⅱ）;2018:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）
flu,flu**,selective_required,1439,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2019:（新课标Ⅱ）
fluent,fluent**,selective_required,1441,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
