word,field,value,trace_status,selected_source,note
attention,meaning_cn,注意；关心,confirmed,teacher_pdf_gloss,
attention,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=12;ECDICT_rank_input=snapshotted
attention,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=12;scope=historical_partial_2010_2022
attention,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attention,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attitude,phonetic,/ˈætəˌtud/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attitude,pos,n.,confirmed,ECDICT,
attitude,meaning_cn,态度；看法,confirmed,teacher_pdf_gloss,
attitude,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=10;ECDICT_rank_input=snapshotted
attitude,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=10;scope=historical_partial_2010_2022
attitude,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attitude,tags,emotion,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attract,phonetic,/əˈtrækt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attract,pos,v.,confirmed,ECDICT,
attract,meaning_cn,吸引；引起,confirmed,teacher_pdf_gloss,
attract,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=11;ECDICT_rank_input=snapshotted
attract,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=11;scope=historical_partial_2010_2022
attract,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attract,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attraction,phonetic,/əˈtrækʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attraction,pos,n.,confirmed,ECDICT,
attraction,meaning_cn,吸引；爱慕,confirmed,teacher_pdf_gloss,
attraction,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=5;ECDICT_rank_input=snapshotted
attraction,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
attraction,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attraction,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attractive,phonetic,/əˈtræktɪv/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attractive,pos,adj.,confirmed,ECDICT,
attractive,meaning_cn,迷人的；有吸引力的,confirmed,teacher_pdf_gloss,
attractive,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=6;ECDICT_rank_input=snapshotted
attractive,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
attractive,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attractive,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
audience,phonetic,/ˈɑdiəns/,confirmed,ipa-dict(en_US/CMUdict),corroborated
audience,pos,n.,confirmed,ECDICT,
audience,meaning_cn,观众；听众,confirmed,teacher_pdf_gloss,
audience,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=8;ECDICT_rank_input=snapshotted
audience,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=8;scope=historical_partial_2010_2022
audience,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
audience,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
august,phonetic,/ˈɑɡəst/,confirmed,ipa-dict(en_US/CMUdict),corroborated
august,pos,n./adj.,confirmed,ECDICT,
august,meaning_cn,月,confirmed,teacher_pdf_gloss,
august,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=5;ECDICT_rank_input=snapshotted
august,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
august,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
august,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
aunt,phonetic,/ˈænt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
aunt,pos,n.,confirmed,ECDICT,
aunt,meaning_cn,伯母；舅母,confirmed,teacher_pdf_gloss,
aunt,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=0;ECDICT_rank_input=snapshotted
aunt,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
aunt,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
aunt,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
australia,phonetic,/ɔˈstreɪljə/,confirmed,ipa-dict(en_US/CMUdict),corroborated
australia,pos,n.,confirmed,ECDICT,
australia,meaning_cn,澳洲；澳大利亚,confirmed,teacher_pdf_gloss,
australia,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=6;ECDICT_rank_input=snapshotted
australia,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
australia,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
australia,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
australian,phonetic,/ɔˈstreɪljən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
australian,pos,n./adj.,confirmed,ECDICT,
australian,meaning_cn,澳洲的；澳大利亚人的,confirmed,teacher_pdf_gloss,
australian,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=2;ECDICT_rank_input=snapshotted
australian,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
australian,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
australian,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
author,phonetic,/ˈɔθɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
author,pos,n.,confirmed,ECDICT,
author,meaning_cn,作者；作家,confirmed,teacher_pdf_gloss,
author,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=27;ECDICT_rank_input=snapshotted
author,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=27;scope=historical_partial_2010_2022
author,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
author,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
authority,phonetic,/əˈθɔrəti/,confirmed,ipa-dict(en_US/CMUdict),corroborated
authority,pos,n.,confirmed,ECDICT,
authority,meaning_cn,权力；权威,confirmed,teacher_pdf_gloss,
authority,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=3;ECDICT_rank_input=snapshotted
authority,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
authority,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
authority,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
automatic,phonetic,/ˌɔtəˈmætɪk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
automatic,pos,n./adj.,confirmed,ECDICT,
automatic,meaning_cn,自动的；机械的,confirmed,teacher_pdf_gloss,
automatic,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
automatic,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
automatic,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
automatic,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
autonomous,phonetic,/ɔˈtɑnəməs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
autonomous,pos,adj.,confirmed,ECDICT,
autonomous,meaning_cn,自治的；自主的,confirmed,teacher_pdf_gloss,
autonomous,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
autonomous,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
autonomous,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
autonomous,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
autumn,phonetic,/ˈɔtəm/,confirmed,ipa-dict(en_US/CMUdict),corroborated
autumn,pos,n.,confirmed,ECDICT,
autumn,meaning_cn,秋天；秋季,confirmed,teacher_pdf_gloss,
autumn,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=1;ECDICT_rank_input=snapshotted
autumn,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
autumn,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
autumn,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
available,phonetic,/əˈveɪləbəl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
available,pos,adj.,confirmed,ECDICT,
available,meaning_cn,可获得的；有空的,confirmed,teacher_pdf_gloss,
available,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=10;ECDICT_rank_input=snapshotted
available,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=10;scope=historical_partial_2010_2022
available,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
available,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
avenue,phonetic,/ˈævəˌnu/,confirmed,ipa-dict(en_US/CMUdict),corroborated
avenue,pos,n.,confirmed,ECDICT,
avenue,meaning_cn,大道,confirmed,teacher_pdf_gloss,
avenue,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=2;ECDICT_rank_input=snapshotted
avenue,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
avenue,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
avenue,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
average,phonetic,/ˈævɝɪdʒ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
average,pos,n./v./adj.,confirmed,ECDICT,
average,meaning_cn,平均；普通的,confirmed,teacher_pdf_gloss,
average,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=4;ECDICT_rank_input=snapshotted
average,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
average,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
average,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
avoid,phonetic,/əˈvɔɪd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
avoid,pos,v.,confirmed,ECDICT,
avoid,meaning_cn,避免；躲开,confirmed,teacher_pdf_gloss,
avoid,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=11;ECDICT_rank_input=snapshotted
avoid,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=11;scope=historical_partial_2010_2022
avoid,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
avoid,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
awake,phonetic,/əˈweɪk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
awake,pos,v./adj.,confirmed,ECDICT,
awake,meaning_cn,醒着的；唤醒,confirmed,ECDICT,
awake,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=2;ECDICT_rank_input=snapshotted
awake,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
awake,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
awake,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
award,phonetic,/əˈwɔrd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
award,pos,n./v.,confirmed,ECDICT,
award,meaning_cn,奖金；授予,confirmed,teacher_pdf_gloss,
award,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=6;ECDICT_rank_input=snapshotted
award,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
award,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
award,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
aware,phonetic,/əˈwɛr/,confirmed,ipa-dict(en_US/CMUdict),corroborated
aware,pos,adj.,confirmed,ECDICT,
aware,meaning_cn,意识到的；意识到,confirmed,teacher_pdf_gloss,
aware,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=5;ECDICT_rank_input=snapshotted
aware,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
aware,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
aware,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
away,phonetic,/əˈweɪ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
away,pos,adv.,confirmed,ECDICT,
away,meaning_cn,离开；远离,confirmed,teacher_pdf_gloss,
away,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=19;ECDICT_rank_input=snapshotted
away,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=19;scope=historical_partial_2010_2022
away,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
away,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
awesome,phonetic,/ˈɑsəm/,confirmed,ipa-dict(en_US/CMUdict),corroborated
awesome,pos,adj.,confirmed,ECDICT,
